Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118205365107,448603621,2022-12-20 13:36:42,2022-12-20 13:43:18,76.181.229.203,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,,,,Cleanliness,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,65,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,,,,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,,,,Business Centers,Industrial Park,,Yes,Somewhat,Very,Somewhat,Somewhat,Very,,,Central Water,,Recycling,,,,,,,,,Provide Social Services For All Ages,,,,,Income (in association with Joint Economic Development District),,Very important,Yes,,Address cluster f intersection of Watkins and 16.
118205363542,448603621,2022-12-20 13:35:47,2022-12-20 13:40:46,65.24.116.146,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,19 - 25 Years Old,,,,Etna Township,Reynoldsburg,,,,,,,,,,,,,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,,38,,,,Townhome/Condo,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,,Neighborhood Commercial,,,,,,Light Manufacturing,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,Tax Reductions,Relaxed Zoning,Job Training,,Industrial Park,,Yes,Very,Somewhat,Somewhat,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Local License Tax for Roads,,Very important,Yes,,
118205351727,448603621,2022-12-20 13:19:39,2022-12-20 13:27:02,146.75.223.113,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,,,,Reynoldsburg,,,,,,,,,,,,Quiet for Retirement,,Friendliness,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,Central Water,Central Sewer,,,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Somewhat important,No,,
118205341810,447972561,2022-12-20 13:06:37,2022-12-20 13:13:12,71.213.161.198,40.75839,-82.5154471,I live in Etna Township,,,,,5 (SE),0 - 4 Years,,,,,,,,,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,,,,,,Retired,Unemployed,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,6 - 10 Acres,100,None of the above,,,,,,,Strongly Anti Growth,,,Rural Home Occupations,,,,,,None of the above,,,,,,,None of the above,,,,,,,No,,Very,,Very,,,,,,,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Somewhat important,No,,
118205334632,448603621,2022-12-20 12:54:06,2022-12-20 13:03:59,75.188.89.72,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,Elsewhere in Franklin County,Retired,,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,,94,None of the above,,,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Somewhat,Very,Very,,Broadband Internet,,,,,,,,,,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,
118205331022,448603621,2022-12-20 11:20:16,2022-12-20 12:59:09,173.239.204.95,41.8755616,-87.6244212,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,19 - 25 Years Old,,,66+ Years Old,,,,,,,,,,,,Retired,Unemployed,,,,,,,,,"Type of home/single story, and location/proximity to services in Licking & Franklin counties.",Own,No - we have other occupations.,,< 2 Acres,100,,,,Townhome/Condo,Accessory Dwelling Units,,,Pro Limited Growth,,,,,,Manufacturing,,Wind and Solar ,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,Recycling,,,Renewable energy sources ,,Recycling,,,,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Other (please specify),All users should pay their fair share,Very important,Yes,,
118205328348,448603621,2022-12-20 12:43:04,2022-12-20 12:55:21,174.207.52.234,40.6526006,-73.9497211,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,,66+ Years Old,,,,,,,,,,Elsewhere in Licking County,,,,,,,,,,Rural Atmosphere,My Family has Lived Here for Generations,,Own,Yes,61 - 100 Acres,76 - 100 Acres,,None of the above,,,,,,,No Opinion,,,,,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,,,,,,Tax Reductions,,,,,,No,Very,Somewhat,Somewhat,Not,Somewhat,,Broadband Internet,Central Water,Central Sewer,,,,,None of the above,,,,,,,,,,None of the above,,Not important,No,,Township Trustee with 3 bankruptcy and squatting in his Xwife house that has been in foreclosure process for over a year and this guy is making decisions for Etna Residents REALLY 
118205328529,448603621,2022-12-20 12:45:02,2022-12-20 12:55:00,24.26.154.97,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,Access to Employment,,,,,,,,Own,No - we have other occupations.,,< 2 Acres,80,,,,,Accessory Dwelling Units,Senior/Assisted Living,,Strongly Anti Growth,,,,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Somewhat,Very,Very,Very,Somewhat,,,Central Water,Central Sewer,,,Natural Gas,,,,Fire Station Facility,,,Provide Social Services For All Ages,,Central Water and Sewer Facilities,,,Income (in association with Joint Economic Development District),,Very important,Maybe (please specify),Need better description ,Building of multiple warehouses need slowed.  Building  of new housing that schools  cannot handle new students.  
118205314971,448603621,2022-12-20 12:28:05,2022-12-20 12:37:06,65.186.65.177,39.9955726,-82.6742373,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,,,Close to other family members,Own,No - we have other occupations.,,< 2 Acres,90,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,Business Centers,,,Yes,Very,Somewhat,Very,Somewhat,Very,,,Central Water,,,Adopt-A-Highway,,,,,Fire Station Facility,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,I feel the non-residential development should be diversified and not just the building of more warehouses.  
118205313518,448603621,2022-12-20 12:29:00,2022-12-20 12:34:56,71.79.229.150,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,,,,,,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,Yes,31 - 60 Acres,26 - 50 Acres,99,,Farm House/Large Lot,Single Family,,,,,Anti Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Somewhat,Very,Very,Somewhat,,Broadband Internet,,,,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Don't Know,No,,
118205311826,448603621,2022-12-20 12:24:11,2022-12-20 12:32:37,76.181.236.203,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,,6 - 12 Years Old,13 - 18 Years Old,19 - 25 Years Old,26 - 44 Years Old,,,Etna Township,,,,,,Columbus,New Albany,Heath,,,,,,,,,School System,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,85,,Farm House/Large Lot,,,,,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,Business Centers,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,,,,,,,Improve Schools,,,,,,Bond Issue for Facilities,,Very important,No,,The trustees need to learn to work together for the people of this community or they need to resign
118205311926,448603621,2022-12-20 12:25:55,2022-12-20 12:32:15,24.208.135.58,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,Access to Employment,,,School System,,Rural Atmosphere,,,Own,,,,85,None of the above,,,,,,,Anti Growth,,,,,Agri-Business,,,,None of the above,,,,,,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,
118205304898,448603621,2022-12-20 12:15:40,2022-12-20 12:23:13,65.186.64.27,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,Columbus,,,,Elsewhere in Franklin County,,,,,Friendliness,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,87,,Farm House/Large Lot,,,,,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,,,,,,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,,,,,Yes,Somewhat,Not,Somewhat,Somewhat,Very,,Broadband Internet,,,,,,,,,,Improve Emergency Services,,,,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118205126249,448603621,2022-12-20 08:09:59,2022-12-20 12:21:07,75.188.225.150,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,Access to Employment,,,,,,,Safe neighborhood ,Own,No - we have other occupations.,,,100,,,,,,Senior/Assisted Living,,Pro Limited Growth,,,,,,,,Restaurant ,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,Job Training,Business Centers,,,Yes,Very,Very,Very,Somewhat,Very,,,Central Water,Central Sewer,,,,,None of the above,,,,,,,,,,None of the above,,Very important,No,,I’m very concerned about Intel’s affect on water quality. Also concerned about taxes going up for new schools and infrastructure since Intel has a tax abatement.
118205298229,448603621,2022-12-20 12:06:36,2022-12-20 12:14:57,24.208.130.72,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Anti Growth,,,,,,,,Homes that have at least one acre lots,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Very,Very,Very,Very,,,Central Water,,,,,,,,Fire Station Facility,,Improve Schools,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Maybe (please specify),Security would need to be provided for safety,Enough warehouses.  Build homes that have at least 2000 sq.ft. and on at least 1 to five acre lots. Keep enough green space around for our children. Not just concrete huge warehouses. 
118205295514,448603621,2022-12-20 10:51:27,2022-12-20 12:10:59,173.89.208.31,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),0 - 4 Years,,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,66+ Years Old,,Reynoldsburg,,,,,,,,,,Retired,Unemployed,,,,,School System,,,,Easy to commute around,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,100,,Farm House/Large Lot,,,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,Neighborhood Commercial,,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,,Office/Service,,,,,Tax Reductions,,Job Training,Business Centers,Industrial Park,,No,Not,Very,Somewhat,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,Natural Gas,,,Recycling,,,Improve Schools,Provide Social Services For All Ages,,Central Water and Sewer Facilities,,,Property Tax Levy,,Somewhat important,Yes,,
118205291537,448603621,2022-12-20 11:59:11,2022-12-20 12:07:29,174.207.37.98,40.6526006,-73.9497211,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,,,,,,Rural Atmosphere,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,3 - 5 Acres,100,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,None of the above,,,,,,,,,,Fire Station Facility,,,,,,,,Property Tax Levy,,Somewhat important,Maybe (please specify),Where to put it ,None
118205289201,448603621,2022-12-20 11:54:51,2022-12-20 12:04:41,174.96.172.65,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,44,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,,Agri-Business,Manufacturing,,,,Light Manufacturing,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,,,Yes,Somewhat,Somewhat,Not,Very,Very,,Broadband Internet,,,Recycling,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,
118205288438,448603621,2022-12-20 11:53:44,2022-12-20 12:02:52,75.188.192.99,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,,45 - 65 Years Old,,Etna Township,,,,,,,,,Elsewhere in Licking County,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,,,,,,,,,Office/Service,,,,,,,,,,,Yes,Very,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,Recycling,,,,,,,Improve Emergency Services,Improve Schools,,Improve Police Protection,,,,,,Very important,Yes,,
118205286862,448603621,2022-12-20 11:52:01,2022-12-20 12:01:00,66.73.13.130,39.0300191,-77.46964647,,,,,I'm in Licking County and Reynoldsburg but not sure if in Etna Twnshp!,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,,Moved here for employment then retired,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,Townhome/Condo,,Senior/Assisted Living,,Pro Growth,,Strip Shopping Areas,,,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,Relaxed Zoning,,,,,Yes,Very,Very,Very,Somewhat,Very,,Broadband Internet,,Central Sewer,,,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Maybe (please specify),"Yes, but limited ",
118205286246,448603621,2022-12-20 11:51:18,2022-12-20 12:00:23,107.77.194.40,42.3222599,-83.1763145,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,3 - 5 Acres,50,,Farm House/Large Lot,Single Family,,,,,Pro Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,,,,,,,,Light Manufacturing,,,Recreation/Resort Activity,,,,Tax Reductions,,,,Industrial Park,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,Natural Gas,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Somewhat important,Yes,,
118205280727,448603621,2022-12-20 11:32:54,2022-12-20 11:52:40,104.230.226.103,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,,80,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,,,Maintain Current Farming and Agricultural Base,,,,,Job Training,Business Centers,,,Yes,Very,Very,,Very,Very,,Broadband Internet,,,,,,,,,,,,Provide Social Services For All Ages,,,,,Bond Issue for Facilities,,Very important,Maybe (please specify),very dangerous on two lane roads & Rt.40,
118204785942,448603621,2022-12-19 19:28:07,2022-12-20 11:51:05,172.58.141.137,42.4620142,-83.1035688,I live in Etna Township,,,,,2 (NW),,,,20 - 39 Years,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,Reynoldsburg,,,,,,,,,,,,,,,,School System,Lack of Congestion,,,,Rent,No - we have other occupations.,,< 2 Acres,0,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,,,,,,,No more fucking building! You people take the quiet out and now roads are beyond crowded!,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Somewhat,Somewhat,Somewhat,Very,Very,,,,,Recycling,,,,,Recycling,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Somewhat important,No,,"Lack of communication to all residents who have no access to internet. No concern for childrens safety with congested roads. Having construction traffic, high volume traffic accessing mink instead of Etna parkway ment for warehouse cluster and traffic! No concern for sound pollution and light pollution of the area, when once was quie and less brightt!"
118205276960,448603621,2022-12-20 11:40:38,2022-12-20 11:47:46,104.230.235.79,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,98,,,,Townhome/Condo,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,"Full-service, semi-expensive restaurants",,Light Manufacturing,,,,,,None of the above,,,,,,,Yes,Very,Very,Very,Not,Very,,Broadband Internet,,,,,,,,Recycling,,,Improve Schools,Provide Social Services For All Ages,,,,,Property Tax Levy,,Very important,Yes,,Tell Mr. Evans to quit.
118205270365,447972561,2022-12-20 11:35:59,2022-12-20 11:39:02,76.182.131.26,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,,,,,,Pataskala,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,6 - 15 Acres,11 - 25 Acres,56,,Farm House/Large Lot,,,,,,Anti Growth,,Strip Shopping Areas,Rural Home Occupations,,Agri-Business,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Very,Very,Very,Very,,Broadband Internet,,,,,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,Yes,,
